bioguide_id,title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,senate_class,gender,birthdate,phone,fax,website,congress_office,fec_id,govtrack_id,crp_id,twitter_id,youtube_url,facebook_id,official_rss
C001105,Rep,Barbara,,Comstock,,,R,VA,10,,F,1959-06-30,202-225-5136,202-225-0437,https://comstock.house.gov,226 Cannon House Office Building,H4VA10089,412658,N00036023,RepComstock,,RepBarbaraComstock,
C001106,Rep,Ryan,,Costello,,,R,PA,06,,M,1976-09-07,202-225-4315,202-225-8440,https://costello.house.gov,427 Cannon House Office Building,H0PA06076,412651,N00031064,RepRyanCostello,,CongressmanRyanCostello,
C001107,Rep,Carlos,,Curbelo,,,R,FL,26,,M,1980-03-01,202-225-2778,,http://curbelo.house.gov,1429 Longworth House Office Building,H4FL26038,412621,N00035403,RepCurbelo,,repcurbelo,
D000096,Rep,Danny,K.,Davis,,,D,IL,07,,M,1941-09-06,202-225-5006,202-225-5641,http://davis.house.gov,2159 Rayburn House Office Building,H4IL07037,400093,N00004884,RepDannyDavis,http://youtube.com/dannykdavis07,280757931935749,
D000191,Rep,Peter,A.,DeFazio,,,D,OR,04,,M,1947-05-27,202-225-6416,,http://defazio.house.gov,2134 Rayburn House Office Building,H6OR04047,400100,N00007781,RepPeterDeFazio,http://youtube.com/PeterDeFazio,94324364811,
D000197,Rep,Diana,L.,DeGette,,,D,CO,01,,F,1957-07-29,202-225-4431,202-225-5657,http://degette.house.gov,2368 Rayburn House Office Building,H6CO01141,400101,N00006134,RepDianaDeGette,http://youtube.com/RepDianaDeGette,110757973488,
D000216,Rep,Rosa,L.,DeLauro,,,D,CT,03,,F,1943-03-02,202-225-3661,202-225-4890,http://delauro.house.gov,2413 Rayburn House Office Building,H0CT03072,400103,N00000615,RosaDeLauro,http://youtube.com/rosadelauro,181302611907634,
D000399,Rep,Lloyd,A.,Doggett,,,D,TX,35,,M,1946-10-06,202-225-4865,202-225-3073,http://doggett.house.gov,2307 Rayburn House Office Building,H4TX10028,400111,N00006023,RepLloydDoggett,http://youtube.com/doggett,154050553704,
D000482,Rep,Michael,F.,Doyle,Jr.,Mike,D,PA,14,,M,1953-08-05,202-225-2135,202-225-3084,http://doyle.house.gov,239 Cannon House Office Building,H4PA18131,400114,N00001373,USRepMikeDoyle,http://youtube.com/CongressmanDoyle,79663724861,
D000533,Rep,John,J.,Duncan,Jr.,Jimmy,R,TN,02,,M,1947-07-21,202-225-5435,202-225-6440,http://duncan.house.gov,2207 Rayburn House Office Building,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://youtube.com/RepJohnDuncan,102385999834718,
D000563,Sen,Richard,J.,Durbin,,,D,IL,Senior Seat,II,M,1944-11-21,202-224-2152,202-228-0400,http://www.durbin.senate.gov,711 Hart Senate Office Building,S6IL00151,300038,N00004981,SenatorDurbin,http://youtube.com/SenatorDurbin,180436795325335,
D000598,Rep,Susan,A.,Davis,,,D,CA,53,,F,1944-04-13,202-225-2040,202-225-2948,http://susandavis.house.gov,1214 Longworth House Office Building,H0CA49055,400097,N00009604,RepSusanDavis,,103767526332478,
D000600,Rep,Mario,,Diaz-Balart,,,R,FL,25,,M,1961-09-25,202-225-4211,202-225-8576,http://mariodiazbalart.house.gov,440 Cannon House Office Building,H2FL25018,400108,N00025337,MarioDB,http://youtube.com/MarioDiazBalart,119538428117878,
D000604,Rep,Charles,W.,Dent,,,R,PA,15,,M,1960-05-24,202-225-6411,202-226-0778,https://dent.house.gov,2211 Rayburn House Office Building,H4PA15087,400648,N00026171,,http://youtube.com/CongressmanDent,69862092533,
D000607,Sen,Joe,,Donnelly,,,D,IN,Junior Seat,I,M,1955-09-28,202-224-4814,202-225-6798,http://www.donnelly.senate.gov,720 Hart Senate Office Building,H4IN02101,412205,N00026586,SenDonnelly,http://youtube.com/sendonnelly,168059529893610,
D000610,Rep,Theodore,E.,Deutch,,,D,FL,21,,M,1966-05-07,202-225-3001,202-225-5974,http://teddeutch.house.gov,2447 Rayburn House Office Building,H0FL19080,412385,N00031317,RepTedDeutch,http://youtube.com/congressmanteddeutch,112179098816942,
D000612,Rep,Jeff,,Denham,,,R,CA,10,,M,1967-07-29,202-225-4540,202-225-3402,http://denham.house.gov,1730 Longworth House Office Building,H0CA19173,412403,N00031593,RepJeffDenham,http://youtube.com/repjeffdenham,133714040028137,
D000613,Rep,Bob,,Dold,,,R,IL,10,,M,1969-06-23,202-225-4835,,https://dold.house.gov,221 Cannon House Office Building,H0IL10302,412420,N00031103,RepDold,,RepDold,
D000614,Rep,Sean,P.,Duffy,,,R,WI,07,,M,1971-10-03,202-225-3365,202-225-3240,https://duffy.house.gov,1208 Longworth House Office Building,H0WI07051,412488,N00030967,RepSeanDuffy,http://youtube.com/RepSeanDuffy,119657691436457,
D000615,Rep,Jeff,,Duncan,,,R,SC,03,,M,1966-01-07,202-225-5301,202- 225-3216,http://jeffduncan.house.gov,106 Cannon House Office Building,H0SC03077,412472,N00030752,RepJeffDuncan,http://youtube.com/congjeffduncan,187268144624279,
D000616,Rep,Scott,,DesJarlais,,,R,TN,04,,M,1964-02-21,202-225-6831,202-226-5172,https://desjarlais.house.gov,413 Cannon House Office Building,H0TN04195,412477,N00030957,DesJarlaisTN04,http://youtube.com/ScottDesJarlaisTN04,ScottDesJarlaisTN04,
D000617,Rep,Suzan,K.,DelBene,,,D,WA,01,,F,1962-02-17,202-225-6311,202-226-1606,http://delbene.house.gov,318 Cannon House Office Building,H0WA08046,412505,N00030693,RepDelBene,,483962224987343,
D000618,Sen,Steve,,Daines,,,R,MT,Junior Seat,II,M,1962-08-20,202-224-2651,202-228-1236,https://www.daines.senate.gov,320 Hart Senate Office Building,H2MT01060,412549,N00033054,SteveDaines,http://youtube.com/SteveDainesMT,185361254941832,
D000619,Rep,Rodney,,Davis,,,R,IL,13,,M,1970-01-05,202-225-2371,217-791-6168,http://rodneydavis.house.gov,1740 Longworth House Office Building,H2IL13120,412536,N00034784,RodneyDavis,http://youtube.com/RepRodneyDavis,323631667743052,
D000620,Rep,John,K.,Delaney,,,D,MD,06,,M,1963-04-16,202-225-2721,202-225-2193,http://delaney.house.gov,1632 Longworth House Office Building,H2MD06195,412544,N00033897,RepJohnDelaney,http://youtube.com/repjohndelaney,324527257655694,
D000621,Rep,Ron,,DeSantis,,,R,FL,06,,M,1978-09-14,202-225-2706,202-226-6299,http://desantis.house.gov,308 Cannon House Office Building,H2FL00292,412526,N00034746,RepDeSantis,http://youtube.com/RepRonDeSantis,464253846966014,
D000622,Rep,Tammy,,Duckworth,,,D,IL,08,,F,1968-03-12,202-225-3711,,http://duckworth.house.gov,104 Cannon House Office Building,H6IL06141,412533,N00027860,RepDuckworth,http://youtube.com/repduckworth,112300955610529,
D000623,Rep,Mark,,DeSaulnier,,,D,CA,11,,M,1952-03-31,202-225-2095,202-225-5609,https://desaulnier.house.gov,327 Cannon House Office Building,H0CA10073,412613,N00030709,RepDeSaulnier,,RepMarkDeSaulnier,
D000624,Rep,Debbie,,Dingell,,,D,MI,12,,F,1953-11-23,202-225-4071,202-226-0371,https://debbiedingell.house.gov,116 Cannon House Office Building,H4MI12079,412637,N00036149,RepDebDingell,,RepDebbieDingell,
D000625,Rep,Daniel,M.,Donovan,Jr.,,R,NY,11,,M,1956-11-06,202-225-3371,,https://donovan.house.gov,1725 Longworth House Office Building,H6NY11174,412672,N00036928,RepDanDonovan,,867632656644580,
D000626,Rep,Warren,,Davidson,,,R,OH,08,,M,1970-03-01,202-225-6205,,,1011 Longworth House Office Building,H6OH08315,412675,N00038767,,,,
E000179,Rep,Eliot,L.,Engel,,,D,NY,16,,M,1947-02-18,202-225-2464,202-225-5513,http://engel.house.gov,2462 Rayburn House Office Building,H8NY19058,400122,N00001003,RepEliotEngel,http://youtube.com/engel2161,103355984852,
E000215,Rep,Anna,G.,Eshoo,,,D,CA,18,,F,1942-12-13,202-225-8104,202-225-8890,http://eshoo.house.gov,241 Cannon House Office Building,H8CA12098,400124,N00007335,RepAnnaEshoo,http://youtube.com/RepAnnaEshoo,174979964227,
E000285,Sen,Michael,B.,Enzi,,,R,WY,Senior Seat,II,M,1944-02-01,202-224-3424,202-228-0359,http://www.enzi.senate.gov,379a Russell Senate Office Building,S6WY00126,300041,N00006249,SenatorEnzi,http://youtube.com/senatorenzi,23068049436,
E000288,Rep,Keith,Maurice,Ellison,,,D,MN,05,,M,1963-08-04,202-225-4755,202-225-4886,http://ellison.house.gov,2263 Rayburn House Office Building,H6MN05183,412215,N00028257,KeithEllison,http://youtube.com/RepKeithEllison,7997462059,
E000290,Rep,Donna,F.,Edwards,,,D,MD,04,,F,1958-06-28,202-225-8699,202-225-8714,http://donnaedwards.house.gov,2445 Rayburn House Office Building,H6MD04183,412263,N00028249,RepDonnaEdwards,http://youtube.com/RepDonnaFEdwards,107297211756,
E000291,Rep,Renee,L.,Ellmers,,,R,NC,02,,F,1964-02-09,202-225-4531,202- 225-5662,http://ellmers.house.gov,1210 Longworth House Office Building,H0NC02059,412457,N00031513,RepReneeEllmers,http://youtube.com/repreneeellmers,167641493275000,
E000293,Rep,Elizabeth,H.,Esty,,,D,CT,05,,F,1959-08-25,202-225-4476,202-225-5933,http://esty.house.gov,405 Cannon House Office Building,H2CT05131,412524,N00033217,RepEsty,http://youtube.com/RepEsty,292076514228382,
E000294,Rep,Tom,,Emmer,,,R,MN,06,,M,1961-03-03,202-225-2331,202-225-6475,https://emmer.house.gov,503 Cannon House Office Building,H4MN06087,412639,N00035440,RepTomEmmer,,reptomemmer,
E000295,Sen,Joni,,Ernst,,,R,IA,Junior Seat,II,F,1970-07-01,202-224-3254,,http://www.ernst.senate.gov/public,111 Russell Senate Office Building,S4IA00129,412667,N00035483,SenJoniErnst,,351671691660938,
F000030,Rep,Sam,,Farr,,,D,CA,20,,M,1941-07-04,202-225-2861,202-225-6791,http://farr.house.gov,1126 Longworth House Office Building,H4CA17021,400129,N00007312,RepSamFarr,http://youtube.com/CongressmanSamFarr,7018136294,
F000062,Sen,Dianne,,Feinstein,,,D,CA,Senior Seat,I,F,1933-06-22,202-224-3841,202-228-3954,http://www.feinstein.senate.gov,331 Hart Senate Office Building,S0CA00199,300043,N00007364,SenFeinstein,http://youtube.com/SenatorFeinstein,334887279867783,
F000372,Rep,Rodney,P.,Frelinghuysen,,,R,NJ,11,,M,1946-04-29,202-225-5034,202-225-3186,http://frelinghuysen.house.gov,2306 Rayburn House Office Building,H2NJ05014,400142,N00000684,USRepRodney,http://youtube.com/RepFrelinghuysen,191509977669708,
F000444,Sen,Jeff,,Flake,,,R,AZ,Junior Seat,I,M,1962-12-31,202-224-4521,202-226-4386,http://www.flake.senate.gov,413 Russell Senate Office Building,H0AZ01184,400134,N00009573,JeffFlake,http://youtube.com/flakeoffice,senatorjeffflake,
F000445,Rep,J.,Randy,Forbes,,,R,VA,04,,M,1952-02-17,202-225-6365,202-226-1170,http://forbes.house.gov,2135 Rayburn House Office Building,H2VA04052,400137,N00013799,Randy_Forbes,http://youtube.com/RepRandyForbes,356330225020,
F000448,Rep,Trent,,Franks,,,R,AZ,08,,M,1957-06-19,202-225-4576,202-225-6328,http://franks.house.gov,2435 Rayburn House Office Building,H4AZ04024,400141,N00006423,RepTrentFranks,,209486545087,
F000449,Rep,Jeff,Lane,Fortenberry,,,R,NE,01,,M,1960-12-27,202-225-4806,202-225-5686,https://fortenberry.house.gov,1514 Longworth House Office Building,H4NE01064,400640,N00026631,JeffFortenberry,http://youtube.com/JeffFortenberry,48426842354,
F000450,Rep,Virginia,,Foxx,,,R,NC,05,,F,1943-06-29,202-225-2071,202-225-2995,http://foxx.house.gov,2350 Rayburn House Office Building,H4NC05146,400643,N00026166,VirginiaFoxx,http://youtube.com/repvirginiafoxx,RepVirginiaFoxx,
F000451,Rep,Michael,G.,Fitzpatrick,,,R,PA,08,,M,1963-06-28,202-225-4276,202- 225-9511,http://fitzpatrick.house.gov,2400 Rayburn House Office Building,H4PA08074,400646,N00027229,RepFitzpatrick,http://youtube.com/RepFitzpatrickPA8,132077153521454,
F000454,Rep,Bill,,Foster,,,D,IL,11,,M,1955-10-07,202-225-3515,202-225-9420,http://foster.house.gov,1224 Longworth House Office Building,H8IL14067,412257,N00029139,RepBillFoster,http://youtube.com/RepBillFoster,102918290599,
F000455,Rep,Marcia,L.,Fudge,,,D,OH,11,,F,1952-10-29,202-225-7032,202-225-1339,http://fudge.house.gov,2344 Rayburn House Office Building,H8OH11141,412327,N00030490,RepMarciaFudge,http://youtube.com/marcialfudge,279006440801,
F000456,Rep,John,,Fleming,,,R,LA,04,,M,1951-07-05,202-225-2777,202-225-8039,http://fleming.house.gov,2182 Rayburn House Office Building,H8LA04225,412275,N00029679,RepFleming,http://youtube.com/larep04,372154186772,
F000457,Sen,Alan,Stuart,Franken,,Al,D,MN,Junior Seat,II,M,1951-05-21,202-224-5641,,https://www.franken.senate.gov,309 Hart Senate Office Building,S8MN00438,412378,N00029016,SenFranken,http://youtube.com/SenatorFranken,945480788871137,
F000458,Rep,Stephen,Lee,Fincher,,,R,TN,08,,M,1973-02-07,202-225-4714,202-225-1765,http://fincher.house.gov,2452 Rayburn House Office Building,H0TN08246,412479,N00031141,RepFincherTN08,http://youtube.com/CongressmanFincher,128861763849209,
F000459,Rep,Charles,J.,Fleischmann,,Chuck,R,TN,03,,M,1962-10-11,202-225-3271,202-225-3494,http://fleischmann.house.gov,230 Cannon House Office Building,H0TN03254,412476,N00030815,RepChuck,http://youtube.com/repchuck,189998554345168,
F000460,Rep,Blake,,Farenthold,,,R,TX,27,,M,1961-12-12,202-225-7742,202-226-1134,http://farenthold.house.gov,1027 Longworth House Office Building,H0TX27061,412482,N00031672,Farenthold,http://youtube.com/BlakeFarenthold,186894244673001,
F000461,Rep,Bill,,Flores,,,R,TX,17,,M,1954-02-25,202-225-6105,202-225-0350,http://flores.house.gov,1030 Longworth House Office Building,H0TX17104,412480,N00031545,RepBillFlores,http://youtube.com/RepBillFlores,146176682102245,
F000462,Rep,Lois,,Frankel,,,D,FL,22,,F,1948-05-16,202-225-9890,561-998-9048,http://frankel.house.gov,1037 Longworth House Office Building,H2FL14053,412529,N00002893,RepLoisFrankel,http://youtube.com/reploisfrankel,138220153003017,
F000463,Sen,Deb,,Fischer,,,R,NE,Senior Seat,I,F,1951-03-01,202-224-6551,202-228-1325,http://www.fischer.senate.gov,454 Russell Senate Office Building,S2NE00094,412556,N00033443,SenatorFischer,http://youtube.com/senatordebfischer,531623656856934,
G000289,Rep,Bob,W.,Goodlatte,,,R,VA,06,,M,1952-09-22,202-225-5431,202-225-9681,http://goodlatte.house.gov,2309 Rayburn House Office Building,H2VA06115,400154,N00009154,RepGoodlatte,http://youtube.com/RepBobGoodlatte,6459789414,
G000359,Sen,Lindsey,O.,Graham,,,R,SC,Senior Seat,II,M,1955-07-09,202-224-5972,202-224-3808,http://www.lgraham.senate.gov/public,290 Russell Senate Office Building,S0SC00149,300047,N00009975,GrahamBlog,http://youtube.com/USSenLindseyGraham,257937783228,
G000377,Rep,Kay,,Granger,,,R,TX,12,,F,1943-01-18,202-225-5071,202-225-5683,http://kaygranger.house.gov,1026 Longworth House Office Building,H6TX12060,400157,N00008799,RepKayGranger,http://youtube.com/RepKayGranger,49640749719,
G000386,Sen,Charles,E.,Grassley,,Chuck,R,IA,Senior Seat,III,M,1933-09-17,202-224-3744,202-224-6020,http://www.grassley.senate.gov,135 Hart Senate Office Building,S0IA00028,300048,N00001758,ChuckGrassley,http://youtube.com/senchuckgrassley,106480645796,
G000410,Rep,Gene,Eugene,Green,,,D,TX,29,,M,1947-10-17,202-225-1688,202-225-9903,https://green.house.gov,2470 Rayburn House Office Building,H2TX29030,400160,N00005870,RepGeneGreen,http://youtube.com/RepGeneGreen,128735131872,
G000535,Rep,Luis,V.,Gutiérrez,,,D,IL,04,,M,1953-12-10,202-225-8203,202-225-7810,http://gutierrez.house.gov,2408 Rayburn House Office Building,H2IL08039,400163,N00004874,LuisGutierrez,http://youtube.com/repluisgutierrez,91052833204,
G000546,Rep,Sam,B.,Graves,,,R,MO,06,,M,1963-11-07,202-225-7041,202-225-8221,https://graves.house.gov,1415 Longworth House Office Building,H0MO06073,400158,N00013323,RepSamGraves,,118514606128,
G000548,Rep,Scott,,Garrett,,,R,NJ,05,,M,1959-07-09,202-225-4465,202-225-9048,http://garrett.house.gov,2232 Rayburn House Office Building,H8NJ05052,400145,N00000743,RepGarrett,http://youtube.com/repscottgarrett,6756553401,
G000551,Rep,Raúl,M.,Grijalva,,,D,AZ,03,,M,1948-02-19,202-225-2435,202-225-1541,http://grijalva.house.gov,1511 Longworth House Office Building,H2AZ07070,400162,N00025284,RepraulGrijalva,http://youtube.com/raulgrijalvaaz07,73539896233,
G000552,Rep,Louie,B.,Gohmert,Jr.,,R,TX,01,,M,1953-08-18,202-225-3035,202-226-1230,http://gohmert.house.gov,2243 Rayburn House Office Building,H4TX04039,400651,N00026148,RepLouieGohmert,http://youtube.com/GohmertTX01,50375006903,
G000553,Rep,Al,,Green,,,D,TX,09,,M,1947-09-01,202-225-7508,202-225-2947,http://algreen.house.gov,2347 Rayburn House Office Building,H4TX09095,400653,N00026686,RepAlGreen,http://youtube.com/RepAlGreen,136237609724391,
G000555,Sen,Kirsten,E.,Gillibrand,,,D,NY,Junior Seat,I,F,1966-12-09,202-224-4451,202-225-1168,http://www.gillibrand.senate.gov,478 Russell Senate Office Building,H6NY20167,412223,N00027658,SenGillibrand,http://youtube.com/KirstenEGillibrand,KirstenGillibrand,
G000556,Rep,Alan,,Grayson,,,D,FL,09,,M,1958-03-13,202-225-9889,202-225-9742,http://grayson.house.gov,303 Cannon House Office Building,H6FL08213,412276,N00028418,,,,
G000558,Rep,Brett,,Guthrie,,,R,KY,02,,M,1964-02-18,202-225-3501,202-226-2019,http://guthrie.house.gov,2434 Rayburn House Office Building,H8KY02031,412278,N00029675,RepGuthrie,http://youtube.com/BrettGuthrie,,
G000559,Rep,John,,Garamendi,,,D,CA,03,,M,1945-01-24,202-225-1880,202-225-5914,http://garamendi.house.gov,2438 Rayburn House Office Building,H0CA10149,412382,N00030856,RepGaramendi,http://youtube.com/garamendiCA10,182567716746,
G000560,Rep,Tom,,Graves,,,R,GA,14,,M,1970-02-03,202-225-5211,202-225-8272,http://tomgraves.house.gov,2442 Rayburn House Office Building,H0GA09030,412388,N00030788,RepTomGraves,http://youtube.com/CongressmanGraves,104548906262119,
G000562,Sen,Cory,,Gardner,,,R,CO,Junior Seat,II,M,1974-08-22,202-224-5941,,http://www.gardner.senate.gov,354 Russell Senate Office Building,H0CO04122,412406,N00030780,SenCoryGardner,,160924893954206,
G000563,Rep,Bob,,Gibbs,,,R,OH,07,,M,1954-06-14,202-225-6265,202-225-3394,http://gibbs.house.gov,329 Cannon House Office Building,H0OH18077,412463,N00031128,RepBobGibbs,http://youtube.com/RepBobGibbs,191159267565100,
G000564,Rep,Christopher,P.,Gibson,,,R,NY,19,,M,1964-05-13,202-225-5614,202-225-1168,http://gibson.house.gov,1708 Longworth House Office Building,H0NY20095,412453,N00031998,RepChrisGibson,http://youtube.com/repchrisgibson,190238567659779,
G000565,Rep,Paul,A.,Gosar,,,R,AZ,04,,M,1958-11-22,202-225-2315,202-226-9739,http://gosar.house.gov,504 Cannon House Office Building,H0AZ01259,412397,N00030771,RepGosar,http://youtube.com/repgosar,104329699641957,
G000566,Rep,Trey,,Gowdy,,,R,SC,04,,M,1964-08-22,202-225-6030,202-226-1177,https://gowdy.house.gov,1404 Longworth House Office Building,H0SC04257,412473,N00030880,TGowdySC,http://youtube.com/TGowdySC,143059759084016,
G000568,Rep,H.,Morgan,Griffith,,,R,VA,09,,M,1958-03-15,202-225-3861,202- 225-0076,http://morgangriffith.house.gov,1108 Longworth House Office Building,H0VA09055,412485,N00032029,RepMGriffith,http://youtube.com/RepMorganGriffith,141893975868919,
G000570,Rep,Frank,,Guinta,,,R,NH,01,,M,1970-09-26,202-225-5456,202-225-5822,https://guinta.house.gov,326 Cannon House Office Building,H0NH01217,412447,N00030801,RepFrankGuinta,,repfrankguinta,
G000571,Rep,Tulsi,,Gabbard,,,D,HI,02,,F,1981-04-12,202-225-4906,202-225-4987,http://gabbard.house.gov,1609 Longworth House Office Building,H2HI02508,412532,N00033281,TulsiPress,http://youtube.com/tulsipress,392284484191405,
G000574,Rep,Ruben,,Gallego,,,D,AZ,07,,M,1979-11-20,202-225-4065,,https://rubengallego.house.gov,1218 Longworth House Office Building,H4AZ07043,412612,N00036097,RepRubenGallego,,RepRubenGallego,
G000575,Rep,Gwen,,Graham,,,D,FL,02,,F,1963-01-31,202-225-5235,202-225-5615,https://graham.house.gov,1213 Longworth House Office Building,H4FL02062,412620,N00035688,RepGwenGraham,,repgwengraham,
G000576,Rep,Glenn,,Grothman,,,R,WI,06,,M,1955-07-03,202-225-2476,202-225-2356,http://grothman.house.gov,501 Cannon House Office Building,H4WI06048,412661,N00036409,RepGrothman,,RepGrothman,
G000577,Rep,Garret,,Graves,,,R,LA,06,,M,1972-01-31,202-225-3901,202-225-7313,https://garretgraves.house.gov,204 Cannon House Office Building,H4LA06153,412631,N00036135,RepGarretGraves,,CongressmanGarretGraves,
H000324,Rep,Alcee,L.,Hastings,,,D,FL,20,,M,1936-09-05,202-225-1313,202-225-1171,http://alceehastings.house.gov,2353 Rayburn House Office Building,H2FL23021,400170,N00002884,RepHastingsFL,http://youtube.com/RepAlceeHastings,95696782238,
H000338,Sen,Orrin,G.,Hatch,,,R,UT,Senior Seat,I,M,1934-03-22,202-224-5251,202-224-6331,http://www.hatch.senate.gov,104 Hart Senate Office Building,S6UT00063,300052,N00009869,SenOrrinHatch,http://youtube.com/SenatorOrrinHatch,senatororrinhatch,
H000636,Rep,Rubén,E.,Hinojosa,,,D,TX,15,,M,1940-08-20,202-225-2531,202-225-5688,http://hinojosa.house.gov,2262 Rayburn House Office Building,H6TX15055,400179,N00006008,USRepRHinojosa,http://youtube.com/RepRubenHinojosa,402891225161,
H000874,Rep,Steny,H.,Hoyer,,,D,MD,05,,M,1939-06-14,202-225-4131,202-225-4300,http://hoyer.house.gov,1705 Longworth House Office Building,H2MD05155,400189,N00001821,WhipHoyer,http://youtube.com/LeaderHoyer,282861997886,
H001034,Rep,Michael,M.,Honda,,Mike,D,CA,17,,M,1941-06-27,202-225-2631,202-225-2699,https://honda.house.gov,1713 Longworth House Office Building,H0CA15148,400185,N00012611,RepMikeHonda,http://youtube.com/RepMikeHonda,15675385380,
H001036,Rep,Jeb,,Hensarling,,,R,TX,05,,M,1957-05-29,202-225-3484,202-226-4888,http://hensarling.house.gov,2228 Rayburn House Office Building,H2TX05121,400175,N00024922,RepHensarling,http://youtube.com/repjebhensarling,7875604788,
H001038,Rep,Brian,M.,Higgins,,,D,NY,26,,M,1959-10-06,202-225-3306,202-226-0347,http://higgins.house.gov,2459 Rayburn House Office Building,H4NY27076,400641,N00027060,RepBrianHiggins,http://youtube.com/CongressmanHiggins,88144056440,
H001041,Sen,Dean,,Heller,,,R,NV,Junior Seat,I,M,1960-05-10,202-224-6244,202-228-6753,http://www.heller.senate.gov/public,324 Hart Senate Office Building,H6NV02164,412218,N00027522,SenDeanHeller,http://youtube.com/SenDeanHeller,325751330177,
H001042,Sen,Mazie,K.,Hirono,,,D,HI,Junior Seat,I,F,1947-11-03,202-224-6361,202-225-4987,https://www.hirono.senate.gov,330 Hart Senate Office Building,H6HI02251,412200,N00028139,MazieHirono,http://youtube.com/CongresswomanHirono,senatorhirono,
H001045,Rep,Gregg,,Harper,,,R,MS,03,,M,1956-06-01,202-225-5031,202-225-5797,http://harper.house.gov,307 Cannon House Office Building,H8MS03067,412280,N00029632,GreggHarper,http://youtube.com/congressmanharper,48248435938,
H001046,Sen,Martin,,Heinrich,,,D,NM,Junior Seat,I,M,1971-10-17,202-224-5521,202-225-4975,http://www.heinrich.senate.gov,303 Hart Senate Office Building,H8NM01224,412281,N00029835,MartinHeinrich,http://youtube.com/SenMartinHeinrich,137523189213,
H001047,Rep,James,A.,Himes,,,D,CT,04,,M,1966-07-05,202-225-5541,202-225-9629,http://himes.house.gov,1227 Longworth House Office Building,H8CT04172,412282,N00029070,JAHimes,http://youtube.com/congressmanhimes,85767418619,
H001048,Rep,Duncan,D.,Hunter,,,R,CA,50,,M,1976-12-07,202-225-5672,202-225-0235,http://hunter.house.gov,2429 Rayburn House Office Building,H8CA52052,412283,N00029258,Rep_Hunter,http://youtube.com/CongressmanHunter,79072979038,
H001051,Rep,Richard,L.,Hanna,,,R,NY,22,,M,1951-01-25,202-225-3665,202-225-1891,http://hanna.house.gov,319 Cannon House Office Building,H8NY24066,412454,N00030197,RepRichardHanna,http://youtube.com/reprichardhanna,172284859480630,
H001052,Rep,Andy,,Harris,,,R,MD,01,,M,1957-01-25,202-225-5311,202-225-0254,http://harris.house.gov,1533 Longworth House Office Building,H8MD01094,412434,N00029147,RepAndyHarrisMD,http://youtube.com/RepAndyHarris,508912729153334,
H001053,Rep,Vicky,,Hartzler,,,R,MO,04,,F,1960-10-13,202-225-2876,202-225-0148,http://hartzler.house.gov,2235 Rayburn House Office Building,H0MO04086,412444,N00031005,RepHartzler,http://youtube.com/repvickyhartzler,183580061667324,
H001055,Rep,Joseph,J.,Heck,,,R,NV,03,,M,1961-10-30,202-225-3252,202- 225-2185,https://heck.house.gov,132 Cannon House Office Building,H0NV03058,412446,N00031244,RepJoeHeck,http://youtube.com/repjoeheck,155211751194624,
H001056,Rep,Jaime,,Herrera Beutler,,,R,WA,03,,F,1978-11-03,202-225-3536,202-225-3478,http://herrerabeutler.house.gov,1130 Longworth House Office Building,H0WA03187,412486,N00031559,HerreraBeutler,http://youtube.com/RepHerreraBeutler,177551525610164,
H001057,Rep,Tim,,Huelskamp,,,R,KS,01,,M,1968-11-11,202-225-2715,202- 225-5124,http://huelskamp.house.gov,1110 Longworth House Office Building,H6KS01146,412429,N00027649,CongHuelskamp,http://youtube.com/congressmanhuelskamp,congressmanhuelskamp,
H001058,Rep,Bill,,Huizenga,,,R,MI,02,,M,1969-01-31,202-225-4401,202- 226-0779,http://huizenga.house.gov,1217 Longworth House Office Building,H0MI02094,412437,N00030673,RepHuizenga,http://youtube.com/RepHuizenga,145764842143763,
H001059,Rep,Randy,,Hultgren,,,R,IL,14,,M,1966-03-01,202-225-2976,202- 225-0697,http://hultgren.house.gov,2455 Rayburn House Office Building,H0IL14080,412422,N00031104,RepHultgren,http://youtube.com/rephultgren,186221644739359,
H001060,Rep,Robert,,Hurt,,,R,VA,05,,M,1969-06-16,202-225-4711,202-225-5681,https://hurt.house.gov,125 Cannon House Office Building,H0VA05095,412484,N00031265,RepRobertHurt,http://youtube.com/RepRobertHurt,120068161395562,
H001061,Sen,John,,Hoeven,,,R,ND,Senior Seat,III,M,1957-03-13,202-224-2551,202-224-7999,http://www.hoeven.senate.gov,338 Russell Senate Office Building,S0ND00093,412494,N00031688,SenJohnHoeven,http://youtube.com/senatorjohnhoevennd,194483057244478,
H001063,Rep,Janice,,Hahn,,,D,CA,44,,F,1952-03-30,202-225-8220,202-226-7290,http://hahn.house.gov,404 Cannon House Office Building,H8CA36097,412498,N00006806,Rep_JaniceHahn,http://youtube.com/RepJaniceHahn,256471267712118,
H001064,Rep,Denny,,Heck,,,D,WA,10,,M,1952-07-29,202-225-9740,202-225-0129,http://dennyheck.house.gov,425 Cannon House Office Building,H0WA03161,412584,N00031557,RepDennyHeck,http://youtube.com/RepDennyHeck,547907568553615,
H001065,Rep,George,,Holding,,,R,NC,13,,M,1968-04-17,202-225-3032,919-782-4490,http://holding.house.gov,507 Cannon House Office Building,H2NC13110,412553,N00033399,RepHolding,http://youtube.com/repholding,384164668340890,
